pair_id,label,New Label,c_u
4196030610#4623972834,1,0,50cc50_050
3979884544#4185479835,1,-1,50cc50_050
4667335909#4730947102,1,0,50cc50_050
29608029868#29299331674,1,0,50cc50_050
4755216808#4809064482,1,0,50cc50_050
1479236023#1711703532,1,0,50cc50_050
2059400154#1372178479,1,0,50cc50_050
3997209484#3986761734,1,-1,50cc50_050
31657249259#4874906617,0,1,50cc50_050
1805614122#3041186060,1,0,50cc50_050
28375457127#38406123057,1,0,50cc50_050
48384062571#49857216438,1,-1,50cc50_050
1389154734#3077743360,1,-1,50cc50_050
302839388028#487072504294,1,0,50cc50_050
2063941641#4535937748,1,-1,50cc50_050
1592252801#1995007743,1,0,50cc50_050
68727484174#90189177809,1,0,50cc50_050
4746833482#2062122607,0,1,50cc50_050
4218561827#4082182753,1,0,50cc50_050
4624517252#4062424365,1,0,50cc50_050
2057082510#4889965062,1,0,50cc50_050
4540676462#4491307779,1,-1,50cc50_050
5122767609#4965685047,0,1,50cc50_050
88520940864#90189177809,0,1,50cc50_050
69054982841#88520940864,1,0,50cc50_050
4435666805#4165283827,0,1,50cc50_050
5196417840#4516329204,1,0,50cc50_050
5022076775#4316370583,1,-1,50cc50_050
4585413933#1882949681,1,0,50cc50_050
210012116583#135707428689,1,-1,50cc50_050
2108699584#2114326156,1,0,50cc50_050
2007329552#1965402836,1,0,50cc50_050
4289060913#4277815885,1,-1,50cc50_050
4001709701#2027684481,1,0,50cc50_050
14613476507#3363374241,1,0,50cc50_050
3062884266#2127640300,1,0,50cc50_050
156275809937#2359435242,1,-1,50cc50_050
4165283827#2113270608,0,1,50cc50_050
329798453133#3707618845,1,0,50cc50_050
2058494409#1349608070,1,-1,50cc50_050
1611432328#2038238076,1,0,50cc50_050
6633440508#5034887015,1,0,50cc50_050
3287136296#2183428945,1,0,50cc50_050
1955032383#1774643505,1,0,50cc50_050
4593095274#4572325313,1,0,50cc50_050
1309241819#1309241821,1,0,50cc50_050
3404236704#1485299018,1,0,50cc50_050
245814065042#379478718058,1,0,50cc50_050
4790633062#156276506111,1,0,50cc50_050
4384418878#2133663760,1,0,50cc50_050
69055886795#87008148161,1,0,50cc50_050
2061946625#4813716345,0,1,50cc50_050
3081749686#2061674343,1,-1,50cc50_050
1785937268#1760226057,1,0,50cc50_050
4797165759#3641396498,1,0,50cc50_050
4082003885#97875580425,1,-1,50cc50_050
4041026262#4065734118,1,-1,50cc50_050
4165283827#2050429391,1,0,50cc50_050
90189178714#69054998391,1,0,50cc50_050
1785334661#1955030813,1,0,50cc50_050
4900256072#4749417182,1,0,50cc50_050
1485301223#1391856996,1,0,50cc50_050
5090005101#4898730811,1,-1,50cc50_050
156276601478#14613455236,1,0,50cc50_050
2146061466#3887327251,1,0,50cc50_050
3711116048#3747287828,1,0,50cc50_050
20439984991#4162055411,1,0,50cc50_050
2183963548#2026258516,1,0,50cc50_050
418215123949#226460833239,1,0,50cc50_050
1650171815#2224193149,1,0,50cc50_050
2070030589#3033453452,1,0,50cc50_050
2297009298#2070627808,1,0,50cc50_050
43182039587#5210339793,1,0,50cc50_050
3946584694#4145496082,1,0,50cc50_050
5185245258#91686025987,1,0,50cc50_050
1479236025#1320992608,1,0,50cc50_050
25271558033#31657249259,1,-1,50cc50_050
3927439605#4065795437,1,0,50cc50_050
5185529426#2009723716,1,0,50cc50_050
18465765293#4808180492,1,0,50cc50_050
3477028783#3442901956,1,0,50cc50_050
4623434856#4327730515,1,0,50cc50_050
3712801411#4495044650,1,-1,50cc50_050
2065121798#4944579314,1,0,50cc50_050
1316070485#1929601246,1,0,50cc50_050
4292931987#1312745457,1,0,50cc50_050
4720990747#4808240616,1,0,50cc50_050
4590123310#3576237842,1,0,50cc50_050
1479236027#1320992610,1,0,50cc50_050
1533725661#1523991651,1,-1,50cc50_050
1320992610#1479606018,0,1,50cc50_050
1920884120#187961304511,0,1,50cc50_050
1914706723#1878732185,1,0,50cc50_100
1479236024#1371717862,1,0,50cc50_100
4435393512#5209201860,1,0,50cc50_100
18468040932#5205831892,1,0,50cc50_100
109765155485#109165560395,1,-1,50cc50_100
4804117479#3946838650,1,0,50cc50_100
4033211157#4081237414,1,0,50cc50_100
2070686849#1906908670,0,1,50cc50_100
4591664277#4792331959,1,0,50cc50_100
3052169593#3052760872,1,0,50cc50_100
6015919609#2296574953,1,0,50cc50_100
4636041770#2113712804,1,0,50cc50_100
1709836734#2135391712,1,0,50cc50_100
1590547354#1665894324,0,1,50cc50_100
4623199084#18467620471,1,0,50cc50_100
1635546537#3551952832,1,0,50cc50_100
4509158303#4391919171,1,0,50cc50_100
3046447657#4206274527,1,0,50cc50_100
3976610099#3991704859,1,-1,50cc50_100
2098280462#3032272328,1,0,50cc50_100
90189177932#88520940864,0,1,50cc50_100
5174606958#10553947604,1,0,50cc50_100
2132795383#1885490974,1,0,50cc50_100
3041186060#1805614122,1,0,50cc50_100
4165283827#4435666805,0,1,50cc50_100
1660411271#2119493181,1,0,50cc50_100
4188977524#4291077418,1,0,50cc50_100
18469192585#14613464473,1,0,50cc50_100
165376540325#190161454564,1,0,50cc50_100
2113505781#4636508851,1,0,50cc50_100
4808238795#4720990752,1,0,50cc50_100
3077905761#2947790103,1,0,50cc50_100
2296451977#4944507977,1,0,50cc50_100
4529171947#4226781300,1,0,50cc50_100
4296050182#4804117479,0,1,50cc50_100
1479236027#1425289196,1,0,50cc50_100
1639325148#18467882961,1,0,50cc50_100
2057342439#3494236195,1,0,50cc50_100
4261185678#4897454517,1,0,50cc50_100
90189178714#88520940864,0,1,50cc50_100
4683019723#4705563490,1,0,50cc50_100
4720990747#4808240616,1,0,50cc50_100
3042374746#3056885390,1,0,50cc50_100
1965402836#1816430010,1,0,50cc50_100
4181867888#3200262090,1,-1,50cc50_100
14613588147#4777051438,1,0,50cc50_100
3927040910#2057186168,1,0,50cc50_100
29607898384#29299331674,1,0,50cc50_100
156274815378#1639324466,1,0,50cc50_100
1639325148#4623199084,0,1,50cc50_100
2057082510#18468847224,1,-1,50cc50_100
2067534525#2060575761,1,0,50cc50_100
156276503010#4808180492,1,0,50cc50_100
90189177809#88520940864,0,1,50cc50_100
4658956014#1875282048,1,0,50cc50_100
1479238948#1371717862,0,1,50cc50_100
4195960848#3946584694,1,0,50cc50_100
4435792377#4256484724,1,0,50cc50_100
4828654874#4900124238,1,0,50cc50_100
138960910846#156274772298,1,-1,50cc50_100
4623199084#1639211797,0,1,50cc50_100
3741385724#3575171441,1,0,50cc50_100
2340035845#3075628047,1,0,50cc50_100
5153549890#25244788647,1,-1,50cc50_100
487072504294#302839388028,1,0,50cc50_100
2744122330#4457149562,1,0,50cc50_100
3628839717#3436663620,0,1,50cc50_100
2059109005#4274088677,1,0,50cc50_100
1774582761#2063839578,1,-1,50cc50_100
1987142430#3728447268,1,-1,50cc50_100
201204584648#185272730170,1,0,50cc50_100
3915411982#4254790910,1,0,50cc50_100
2051966916#2058663075,1,0,50cc50_100
3951061982#4506637171,1,0,50cc50_100
1546017096#1715823964,1,-1,50cc50_100
2183428945#2119388082,1,-1,50cc50_100
4077473357#4435837459,1,0,50cc50_100
3045782033#2115699256,1,0,50cc50_100
18466913739#4790633062,1,0,50cc50_100
1387931444#1421431863,1,0,50cc50_100
4280544295#4247327585,1,-1,50cc50_100
1667032703#2057703907,1,0,50cc50_100
4623199084#1639324466,0,1,50cc50_100
1386596352#1634250118,1,0,50cc50_100
4804118400#4168332323,1,0,50cc50_100
2050429375#4165283827,0,1,50cc50_100
1541915947#1784914445,1,-1,50cc50_100
117873856741#130736997137,1,0,50cc50_100
2077202780#2039273909,1,0,50cc50_100
3551952826#1635546537,0,1,50cc50_100
6015919609#2056478070,0,1,50cc50_100
25405387739#4716857454,1,0,50cc50_100
3045566056#3072564418,1,0,50cc50_100
120204740541#4774992939,0,1,50cc50_100
1485301223#1391856996,1,0,50cc50_100
4553975833#4782070197,1,0,50cc50_100
1654102057#1665894324,0,1,50cc50_100
1656969942#1654102057,0,1,50cc50_100
1371717862#1320992608,0,1,50cc50_100
3501281334#4065797638,1,0,50cc50_100
1711846546#2159160651,1,0,50cc50_100
4285491837#4316999082,1,0,50cc50_100
3689802081#3673320803,1,0,50cc50_100
44498925795#9062983415,1,0,50cc50_100
586488148831#309312102749,1,-1,50cc50_100
2048870562#2074716061,1,0,50cc50_100
4435564795#1320113949,1,0,50cc50_100
5162703470#5185245258,1,0,50cc50_100
2118967459#3931049291,1,0,50cc50_100
2127640300#3062834380,1,0,50cc50_100
5206381674#5172721151,1,0,50cc50_100
87008148161#68727490330,1,0,50cc50_100
1372557160#3045486706,1,0,50cc50_100
4768693982#121528725386,1,0,50cc50_100
2057155052#2163049577,1,0,50cc50_100
3400225309#3232083339,1,0,50cc50_100
1319944364#1838279448,1,0,50cc50_100
29298304831#38406123057,1,0,50cc50_100
3540890830#4480479751,1,0,50cc50_100
3259633459#2066363395,1,0,50cc50_100
4150903563#3798429541,1,0,50cc50_100
4636041774#2098402937,1,0,50cc50_100
4165283827#2218941944,1,0,50cc50_100
2339749085#1537709306,1,0,50cc50_100
156274791893#1639211797,1,0,50cc50_100
1770010645#2111818909,1,0,50cc50_100
88520940864#69054982841,1,0,50cc50_100
4642512906#4944512773,1,0,50cc50_100
2183963548#2026258516,1,0,50cc50_100
14613476507#2057082463,1,0,50cc50_100
4711180581#4717095137,1,0,50cc50_100
3369949045#3477040043,1,0,50cc50_100
4212827921#1902954948,1,0,50cc50_100
4159029866#3032272329,1,0,50cc50_100
2070627808#6015536211,1,0,50cc50_100
3056321676#2113758643,1,0,50cc50_100
342898906861#3083904084,1,-1,50cc50_100
2062332927#1955282013,1,0,50cc50_100
1868036845#1868814296,1,0,50cc50_100
2056478070#2296574953,0,1,50cc50_100
1425289196#1320992611,0,1,50cc50_100
156275809937#2359435242,1,-1,50cc50_100
190330815066#135707428689,1,-1,50cc50_100
90189177932#69607734288,1,0,50cc50_100
90189178714#69607725939,1,0,50cc50_100
1349608070#2058494409,1,-1,50cc50_100
1872011272#3708061579,1,0,50cc50_100
4623788579#4436356008,1,0,50cc50_100
120204740541#4444948728,1,0,50cc50_100
2061891302#2065684660,1,0,50cc50_100
1830661655#1813327174,1,0,50cc50_100
2756949375#1514159826,1,0,50cc50_100
3555205657#3287805133,1,0,50cc50_100
4015185289#3997209484,1,-1,50cc50_100
3946838650#4296050182,0,1,50cc50_100
4636354282#18468082722,1,0,50cc50_100
2054817755#2119467444,1,0,50cc50_100
4897862520#4735716172,1,0,50cc50_100
3077307902#2061947277,1,-1,50cc50_100
3698546468#4564517044,1,-1,50cc50_100
3945370752#4191026566,1,0,50cc50_100
3633114696#4655118040,1,0,80cc20_000
3920807098#3257238638,1,0,80cc20_000
3301628409#3467124013,1,0,80cc20_000
2459935330#1314318421,1,0,80cc20_000
4283871990#1418076289,1,0,80cc20_000
3926916973#2118343024,1,0,80cc20_000
2150036453#3293868386,1,0,80cc20_000
397535266252#492315626953,1,-1,80cc20_000
4037072294#3438816546,1,0,80cc20_000
2118343114#1372178479,1,0,80cc20_000
1639859238#4839116720,1,0,80cc20_000
1393978070#1701502009,1,0,80cc20_000
141222615628#203971666705,1,0,80cc20_000
4444196403#4273495849,1,0,80cc20_000
2118343045#1711995496,1,0,80cc20_000
4492809342#4206177456,1,0,80cc20_000
2060575805#1328713620,1,0,80cc20_000
2068979765#3633533062,1,0,80cc20_000
4717447489#2062122607,0,1,80cc20_000
54163685093#5066791121,1,0,80cc20_000
2066509476#3093229304,1,0,80cc20_000
4441056785#4057371579,1,0,80cc20_000
1915755042#2056054806,1,0,80cc20_000
3964333871#1728174551,1,0,80cc20_000
4285435367#3915028298,1,0,80cc20_000
54162860059#1506416355,1,0,80cc20_000
2055885528#1485299448,1,0,80cc20_000
4813716345#4746512285,1,-1,80cc20_000
4387192350#3937838359,1,0,80cc20_000
1592249119#2054734151,1,0,80cc20_000
5090005176#4214739605,0,-1,80cc20_000
1437868238#2070908678,1,0,80cc20_000
1950837411#1810185303,1,0,80cc20_000
4298588573#4668248026,1,0,80cc20_000
2010425525#3072527640,1,0,80cc20_000
4704351814#5053698926,1,0,80cc20_000
2625020262#1646111781,1,0,80cc20_000
5046655373#4113335248,1,0,80cc20_000
23450012565#4719266320,1,0,80cc20_000
3475310737#3494646727,1,0,80cc20_000
4526617809#3709672083,1,0,80cc20_000
2138727017#1431837978,1,0,80cc20_000
4726067654#4679556582,1,0,80cc20_000
4001640647#1391108904,1,0,80cc20_000
2054657150#3979873043,1,0,80cc20_000
4295061736#4210985419,1,0,80cc20_000
2057336614#1312624571,1,-1,80cc20_000
4445134769#2058316913,1,0,80cc20_000
3860598463#3212722992,1,0,80cc20_000
4480087497#3926711754,0,1,80cc20_000
4285651704#4373986045,1,0,80cc20_000
4196516579#4087558268,1,0,80cc20_000
1659804386#3060181630,1,0,80cc20_000
4746512285#4542039020,0,-1,80cc20_000
4332430854#113940347013,1,0,80cc20_000
2079581946#2062777752,1,0,80cc20_000
3845653710#3816510804,1,-1,80cc20_000
4944832122#4439426144,1,0,80cc20_000
407321254565#394070493542,1,0,80cc20_000
31657249259#4746512285,0,1,80cc20_000
3618222408#4099060832,1,0,80cc20_000
1321353963#4893063505,1,0,80cc20_000
42074270076#10574444118,1,0,80cc20_000
4158629441#3845755569,1,0,80cc20_000
3938878589#3797571274,1,0,80cc20_000
335230005323#212932070423,1,0,80cc20_000
187850583866#1746426028,1,0,80cc20_000
2057145715#1995007743,1,0,80cc20_000
3114734058#2108617570,1,0,80cc20_000
4593095274#4589673799,1,0,80cc20_000
4201800596#4152195034,1,0,80cc20_000
3439202323#3404246292,1,0,80cc20_000
138961802927#335230007323,1,0,80cc20_000
4684230132#3764168689,1,0,80cc20_000
207032695430#211516813604,1,0,80cc20_000
4415632493#4514268207,1,0,80cc20_000
1504469558#1742685067,1,-1,80cc20_000
4325771526#2057566902,1,-1,80cc20_000
3528447762#4499163460,1,0,80cc20_000
4675263432#4498422001,1,0,80cc20_000
3951836421#2044181318,1,0,80cc20_000
1773082332#1927135903,1,0,80cc20_000
3961805889#3441006989,1,0,80cc20_000
156556736201#4426880471,1,-1,80cc20_000
4590034064#1497890852,1,0,80cc20_000
85384061690#18468424368,1,0,80cc20_000
4813716345#2061946625,0,1,80cc20_000
109769360804#143443080670,1,0,80cc20_000
1309258396#3400949384,1,0,80cc20_000
156277193948#2296560316,1,0,80cc20_000
3938125853#4651001595,1,0,80cc20_000
3048645894#3044853716,1,0,80cc20_000
2107271656#3818902121,1,0,80cc20_000
3404198756#2057634508,1,0,80cc20_000
4959321230#5018444082,1,0,80cc20_000
2056240035#3081747589,1,0,80cc20_000
2074747025#4290984960,1,0,80cc20_000
139619394191#79824982184,1,0,80cc20_000
2070915408#1688696995,1,0,80cc20_000
4254950922#4202041822,1,-1,80cc20_000
4455910772#4264655494,0,1,80cc20_000
2066625310#2123557663,1,0,80cc20_000
4476878387#3403976710,1,-1,80cc20_000
3419405027#3236071545,1,-1,80cc20_000
2235828707#1639155385,1,0,80cc20_000
4893420383#5087832312,1,0,80cc20_000
3756476323#3725874617,1,0,80cc20_000
54353744279#5066791120,1,0,80cc20_000
1731512148#2071810750,1,-1,80cc20_000
4622655287#5006573365,1,0,80cc20_000
2329115926#2257029041,1,0,80cc20_000
3475253393#2073591147,1,-1,80cc20_000
1498091249#4051773503,1,0,80cc20_000
4450624363#4442404182,1,0,80cc20_000
4506526792#4883979137,1,0,80cc20_000
5174562295#2111138171,1,0,80cc20_000
4716933437#2179966995,1,0,80cc20_000
3891995517#4568734964,1,0,80cc20_000
1415604956#1712044201,1,0,80cc20_000
2061609249#3113727219,1,0,80cc20_000
4572223100#4437686963,0,1,80cc20_000
2455628985#141222595817,1,0,80cc20_000
74413943621#85558863547,1,0,80cc20_000
5107794424#3026141475,1,0,80cc20_000
1636552632#1502507146,1,0,80cc20_000
3499050406#2119795881,1,-1,80cc20_000
3710757111#390474724805,1,0,80cc20_000
5174571094#4405820651,1,-1,80cc20_000
1410206420#2111146548,1,0,80cc20_000
4476079587#92368429738,1,-1,80cc20_000
1391855073#1726849895,1,0,80cc20_000
4145921553#3718660092,1,0,80cc20_000
4206294979#4465948199,1,0,80cc20_000
72738144006#4623425604,0,1,80cc20_000
1811606501#2056507210,1,0,80cc20_000
4259436644#1802227379,1,0,80cc20_000
2056226500#544241990815,1,0,80cc20_000
1451127432#1309241819,1,0,80cc20_000
2058389382#4233841850,1,0,80cc20_000
3892158791#3954647267,1,0,80cc20_000
1487880545#1487880547,1,0,80cc20_000
4293069425#4465895597,1,-1,80cc20_000
4943160331#528895744557,1,-1,80cc20_000
5110224221#4360968366,1,0,80cc20_000
41204352605#5194662073,0,1,80cc20_000
4728183172#4513941964,1,0,80cc20_000
1374772550#1701333923,1,0,80cc20_000
3293868386#4549189933,0,1,80cc20_000
4683128792#4541783818,1,0,80cc20_000
5194662073#10573596223,1,0,80cc20_000
41204352605#4719540762,1,0,80cc20_000
3881670110#37353468240,1,-1,80cc20_000
4683128792#4999204993,0,1,80cc20_000
2063780194#1401982678,1,0,80cc20_000
2118674361#3293868386,0,1,80cc20_000
3054434630#1416629632,1,0,80cc20_000
2055886100#2118850114,1,0,80cc20_000
4904481611#5090005176,1,-1,80cc20_000
1961624635#3749458600,1,0,80cc20_000
2756868325#2081856411,1,0,80cc20_000
2061712594#2152065366,1,0,80cc20_000
4264655494#4479564523,0,1,80cc20_000
2059500447#1512564701,1,0,80cc20_000
4696502795#3303709815,1,0,80cc20_000
1688741198#2066608237,1,0,80cc20_000
4717147193#4451212061,1,0,80cc20_000
3093229316#2452901483,1,0,80cc20_000
4218561827#4214739605,1,0,80cc20_000
3249295282#3214249594,1,0,80cc20_000
156117700215#5183940502,1,0,80cc20_000
3673230409#4383857081,1,0,80cc20_000
5124325410#117672347313,1,-1,80cc20_000
1487880541#1485299250,1,0,80cc20_000
2037039871#4573406193,1,-1,80cc20_000
1457252585#1639143131,1,0,80cc20_000
4636255129#72738144006,1,-1,80cc20_000
4200562007#3818902117,1,0,80cc20_000
4256816954#3991545309,1,-1,80cc20_000
1401982699#18468637596,1,0,80cc20_000
2064252516#3045715790,1,-1,80cc20_000
1816428069#3227376447,1,0,80cc20_050
4542039020#4761512241,0,1,80cc20_050
5014897285#4197138413,1,0,80cc20_050
4259429802#4260680249,1,0,80cc20_050
5169257472#18468580547,1,-1,80cc20_050
4272137501#2115151765,0,-1,80cc20_050
4285709211#4316999082,1,0,80cc20_050
1656969942#1654102057,0,1,80cc20_050
1316058339#1319944364,1,0,80cc20_050
156277514294#138963214044,1,0,80cc20_050
5018389488#5154681248,1,0,80cc20_050
4536450435#4439737347,1,0,80cc20_050
5087832312#5090005101,1,0,80cc20_050
1453532038#1646275700,1,0,80cc20_050
2977755545#4196030610,1,0,80cc20_050
117154450703#111110399548,1,0,80cc20_050
14613465315#4972894677,1,0,80cc20_050
3848611844#1711852573,1,0,80cc20_050
3401731422#3880409698,1,0,80cc20_050
4643718292#2056478070,1,0,80cc20_050
3603201749#4636446230,1,0,80cc20_050
4195960848#4145496082,1,0,80cc20_050
4223934140#4589820532,1,0,80cc20_050
1878732185#1914706723,1,0,80cc20_050
4022447951#4210985419,1,-1,80cc20_050
4643943359#2070627808,1,0,80cc20_050
2079581946#2070908197,1,0,80cc20_050
212771874474#187508564338,1,0,80cc20_050
2296574953#6015919609,1,-1,80cc20_050
4635981164#4623570105,1,0,80cc20_050
4435686270#580549064505,1,0,80cc20_050
2120155505#4272137501,1,0,80cc20_050
2115151765#2199135578,1,0,80cc20_050
4439737367#3525845999,1,0,80cc20_050
1743052872#2133358535,1,0,80cc20_050
3108657350#4998365450,1,0,80cc20_050
1709057480#1718471304,1,0,80cc20_050
3635733776#3691000538,1,0,80cc20_050
2054657150#2066509477,1,0,80cc20_050
2062045929#106964376935,1,0,80cc20_050
4200577198#202363939789,1,0,80cc20_050
1347237190#4623934568,1,0,80cc20_050
1318260275#2074458538,1,0,80cc20_050
4644140313#4613276653,1,0,80cc20_050
2604119334#54158093151,1,0,80cc20_050
2154491220#3114734058,1,0,80cc20_050
3075628047#3056067914,1,0,80cc20_050
4893633475#4523728345,1,-1,80cc20_050
70183897754#4439426144,1,0,80cc20_050
3772512066#4662042966,0,1,80cc20_050
212394033260#189546061243,1,-1,80cc20_050
4514269980#5090085713,1,-1,80cc20_050
3289002505#4150903563,1,0,80cc20_050
124021630369#21269204096,1,0,80cc20_050
4065795443#4291077418,1,0,80cc20_050
2183963548#2026258516,1,0,80cc20_050
2079572106#2064955879,0,1,80cc20_050
3754155310#4658620132,1,0,80cc20_050
2056478070#2296574953,0,1,80cc20_050
4811798618#121528725386,1,0,80cc20_050
4746512285#23230310067,0,1,80cc20_050
4929499262#4176217131,1,-1,80cc20_050
18469192585#14613464473,1,0,80cc20_050
2135316663#2066624968,1,0,80cc20_050
3967431643#1751364886,1,0,80cc20_050
1565912494#3889395495,1,-1,80cc20_050
4668248026#4298588573,1,0,80cc20_050
4027742647#3431879179,1,0,80cc20_050
1994805938#2281691154,0,-1,80cc20_050
4077473357#3446029032,1,0,80cc20_050
5067776785#178258449477,1,0,80cc20_050
3712801411#4495044650,1,-1,80cc20_050
1639390814#1712080073,1,0,80cc20_050
1701470611#2078835030,1,0,80cc20_050
2079572106#1639699607,0,1,80cc20_050
2124411604#2329543699,1,0,80cc20_050
4218561827#4214739605,1,0,80cc20_050
4223043910#4003298247,1,0,80cc20_050
5007075941#5018023921,1,0,80cc20_050
5003601219#146011948003,0,1,80cc20_050
1994805938#3347114660,1,0,80cc20_050
23230310067#4761512241,0,1,80cc20_050
3972924699#4040016243,1,0,80cc20_050
5169253299#18466210670,1,-1,80cc20_050
91686025987#5163452200,1,0,80cc20_050
4633378534#4748650954,1,0,80cc20_050
2067571192#4202041822,1,-1,80cc20_050
1765891797#2003710867,1,0,80cc20_050
4165585148#3709672083,1,0,80cc20_050
1635692869#2062045929,0,1,80cc20_050
2111818909#1770010645,1,0,80cc20_050
4285709207#4285491833,1,0,80cc20_050
376973981474#395685899087,1,0,80cc20_050
4972894326#14613464513,1,0,80cc20_050
2053826326#422592070627,1,0,80cc20_050
1326086493#5215138753,1,0,80cc20_050
3633572726#3550931655,1,0,80cc20_050
174007019522#110232280082,1,-1,80cc20_050
2148153592#2059400154,1,0,80cc20_050
4761512241#2254264382,0,1,80cc20_050
4662042966#4663785560,1,0,80cc20_050
4272137501#2199135578,0,-1,80cc20_050
2163049577#2114049002,1,0,80cc20_050
2338131041#1537709311,1,0,80cc20_050
3555205657#3287805133,1,0,80cc20_050
4973150488#14613466961,1,0,80cc20_050
29608029868#29299331674,1,0,80cc20_050
4642512906#4933360994,1,0,80cc20_050
1635692869#4851901157,1,0,80cc20_050
2159452221#2055886100,1,0,80cc20_050
173652977366#174006932062,1,-1,80cc20_050
4330455313#4353960088,1,0,80cc20_050
1882929309#3809186919,0,1,80cc20_050
5128222238#5183692300,1,0,80cc20_050
1816430010#2007329552,1,0,80cc20_050
1962074579#2056128836,1,0,80cc20_050
2079572106#1416827061,1,0,80cc20_050
1867262556#1867286717,1,0,80cc20_050
4595088087#156277207697,1,0,80cc20_050
3044853716#2066624973,1,0,80cc20_050
6015919609#2056478070,0,1,80cc20_050
4755359264#4735503306,1,0,80cc20_050
4444196403#4147080749,1,0,80cc20_050
2092610519#3809186919,1,0,80cc20_050
1457252585#1711687490,1,0,80cc20_050
14613461939#2455800880,1,0,80cc20_050
3727491058#2061022206,1,0,80cc20_050
2054657143#2452901483,1,0,80cc20_050
3501281334#4065797638,1,0,80cc20_050
4405676807#4339070553,1,-1,80cc20_050
4944579314#2296451977,1,-1,80cc20_050
3485676898#1816427364,1,0,80cc20_050
3403917033#3054434630,1,0,80cc20_050
4843831604#4797396841,1,0,80cc20_050
4589673799#4593095274,1,0,80cc20_050
14613461654#2455842713,1,0,80cc20_050
309312101477#314601953357,1,-1,80cc20_050
156274514359#2296493468,1,0,80cc20_050
3299599421#3124123344,1,0,80cc20_050
4157551094#4179651570,1,0,80cc20_050
3770456617#4354044382,1,0,80cc20_050
156276677247#14613460476,1,0,80cc20_050
2007847537#1541880573,1,-1,80cc20_050
4680203965#1570945860,0,1,80cc20_050
2281691154#4145588659,1,0,80cc20_050
2314360284#3860948251,1,-1,80cc20_050
125323389433#201663692217,1,0,80cc20_050
5185236541#18465721026,1,-1,80cc20_050
3896058143#3764759336,1,0,80cc20_050
3967431644#4687116172,1,0,80cc20_050
3669306485#5060996735,0,1,80cc20_050
1312695289#4570764341,1,0,80cc20_050
3501285885#4196521320,1,0,80cc20_050
4289086328#3836676657,1,0,80cc20_050
1882929309#2092610519,0,1,80cc20_050
1639832922#1437868238,1,0,80cc20_050
2275666316#2058148983,1,-1,80cc20_050
2281691154#3347114660,0,-1,80cc20_050
4663785560#4668248026,0,-1,80cc20_050
5174571094#4763332016,1,-1,80cc20_050
378133536273#75959618233,1,-1,80cc20_050
4202096119#3794247232,1,0,80cc20_050
4414530598#1696208496,1,0,80cc20_050
3435281641#3304467506,1,0,80cc20_050
3249354040#3629624977,0,1,80cc20_050
2057811649#1438483240,0,1,80cc20_050
2069139175#2112794415,1,-1,80cc20_050
1654102057#1665894324,0,1,80cc20_050
4401870234#4195993580,1,0,80cc20_050
2079572106#4635981164,0,1,80cc20_050
3404019551#3954668240,1,-1,80cc20_050
1810185303#1650171814,1,0,80cc20_050
3214249597#3214249595,1,0,80cc20_050
4998365450#3108657350,1,0,80cc20_100
4735432768#2057552209,1,0,80cc20_100
1316070394#1319944364,1,0,80cc20_100
4636143697#4945702240,1,0,80cc20_100
1416827061#1431851220,1,0,80cc20_100
4623972834#4196030610,1,0,80cc20_100
3934681694#4860360403,1,0,80cc20_100
14613461654#2455842713,1,0,80cc20_100
1830525975#1818675501,1,0,80cc20_100
208339001895#167570408533,1,-1,80cc20_100
4157551094#4179651570,1,0,80cc20_100
2059397275#3077307902,1,0,80cc20_100
1639325148#1483087858,0,1,80cc20_100
4020730390#4155642921,1,0,80cc20_100
156276503685#4808238795,1,-1,80cc20_100
3083904084#391306865273,1,-1,80cc20_100
81902710995#60367620373,1,0,80cc20_100
2113093450#4623017083,1,0,80cc20_100
4897454517#4261185678,1,0,80cc20_100
4548461997#4076081471,1,0,80cc20_100
1778563595#1727736761,1,0,80cc20_100
90189177932#69055007639,1,0,80cc20_100
4883922403#1318626251,1,-1,80cc20_100
4720990749#4808180492,1,-1,80cc20_100
1431930648#2112891471,1,0,80cc20_100
2113712804#4636041770,1,0,80cc20_100
1483087859#1639325148,0,1,80cc20_100
3978215502#3997209484,1,-1,80cc20_100
90189177809#88520940864,0,1,80cc20_100
5169252503#18465721026,1,-1,80cc20_100
1483087858#1639324466,0,1,80cc20_100
4768693982#121528725386,1,0,80cc20_100
3761484186#2057352941,1,0,80cc20_100
2051966916#2058663075,1,0,80cc20_100
1590547354#1665894324,0,1,80cc20_100
173652977366#174006932062,1,-1,80cc20_100
4774992939#135028851546,1,0,80cc20_100
2138881484#4636041774,1,0,80cc20_100
4623972652#1640284457,1,0,80cc20_100
2058531416#4254790911,0,1,80cc20_100
1403216308#1684806079,1,0,80cc20_100
4077027238#4036848581,1,0,80cc20_100
364662576302#370314330573,1,0,80cc20_100
4414530598#2027839123,1,0,80cc20_100
245814065042#379478718058,1,0,80cc20_100
415654814203#436617713935,0,1,80cc20_100
4509158303#4391919171,1,0,80cc20_100
14613476507#2057082463,1,0,80cc20_100
54158063899#3610178183,1,-1,80cc20_100
3896058143#3862453322,1,0,80cc20_100
4624086112#4070427569,1,0,80cc20_100
90189177932#88520940864,0,1,80cc20_100
4526688599#4530026055,0,1,80cc20_100
2098280462#2176434538,1,0,80cc20_100
492316061640#4532035181,1,0,80cc20_100
